title,BT_score.1_is_Pass,TMDB_ID,budget,language,popularity,year,revenue,runtime,TMDB_rating,votes,primary_genre
Vibes,0,21185,1884000,en,5.532,1988-08-05,1883811,99,5.8,46,Romance
Who Framed Roger Rabbit,0,856,70000000,en,31.448,1988-06-21,329803958,104,7.5,4429,Fantasy
Willow,1,847,35000000,en,26.739,1988-05-20,57269863,126,7,1321,Action
Women on the Verge of a Nervous Breakdown,1,4203,700000,es,9.615,1988-03-25,7179298,88,7.4,588,Comedy
Working Girl,1,3525,28000000,en,10.755,1988-12-20,103173635,114,6.6,684,Comedy
World Gone Wild,1,38141,0,en,1.396,1987-10-01,0,95,5.2,12,Action
Young Guns,0,11967,13000000,en,14.696,1988-02-17,44726644,107,6.7,666,Western
3 Men and a Baby,0,12154,11000000,en,12.893,1987-11-27,242780960,102,6.1,749,Family
84 Charing Cross Road,1,15677,0,en,6.394,1987-02-13,0,100,7.2,139,Drama
A Better Tomorrow II,0,18305,150000,zh,13.888,1987-12-17,0,105,7.1,156,Action
A Nightmare on Elm Street 3: Dream Warriors,1,10072,5000000,en,12.978,1987-02-27,44793222,96,6.7,1231,Horror
Adventures in Babysitting,1,360606,9000000,en,22.526,2016-06-24,0,95,7.3,306,TV Movie
Amazon Women on the Moon,0,5709,0,en,9.754,1987-09-18,0,85,6.2,108,Comedy
Angel Heart,0,635,17000000,en,14.483,1987-03-06,17185632,113,7.1,1049,Horror
Around the World in Eighty Ways,1,227019,0,en,1.348,1988-01-01,0,91,0,0,Comedy
Babette's Feast,1,653022,0,en,0.84,,0,0,0,0,Drama
Baby Boom,1,11215,15000000,en,10.628,1987-10-07,26712476,110,6.4,274,Comedy
Bad Taste,0,9964,25710,en,9.664,1987-12-01,0,92,6.4,583,Action
Bagdad Cafe,1,868774,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barbie and the Rockers: Out of This World,1,136215,0,en,5.544,1987-01-01,0,25,7.5,30,Animation
Beverly Hills Cop II,0,96,28000000,en,17.142,1987-05-18,299965036,103,6.4,1758,Action
Black Widow,1,497698,200000000,en,576.472,2021-07-07,378328978,134,7.6,6094,Action
Broadcast News,1,12626,20000000,en,10.436,1987-12-16,67330500,133,6.8,284,Comedy
Can't Buy Me Love,1,12919,1800000,en,11.803,1987-08-14,31623833,94,7,489,Drama
Casanova,0,9681,0,en,11.162,2005-12-25,37691644,112,6.5,714,Adventure
The Chipmunk Adventure,1,21793,0,en,9.214,1987-05-22,0,77,6.8,83,Animation
Creepshow 2,1,16288,3500000,en,19.285,1987-05-01,14000000,92,6.3,380,Horror
Deathstalker II,1,28218,0,en,8.433,1987-11-11,0,85,5.9,73,Action
Dirty Dancing,1,88,6000000,en,21.057,1987-08-21,213893795,100,7.4,4881,Drama
Dragnet,1,10023,20000000,en,13.566,1987-06-23,66673516,106,5.9,333,Action
Emmanuelle 5,0,146047,0,en,2.306,1987-01-07,0,85,5.5,18,Action
Empire of the Sun,0,10110,35000000,en,12.277,1987-12-09,66700000,153,7.5,1384,Drama
Epidemic,0,29445,0,da,6.271,1987-09-11,0,106,5.9,68,Horror
Evil Dead II,1,765,3600000,en,24.982,1987-03-13,5923044,84,7.5,2142,Horror
Fatal Attraction,1,10998,14000000,en,12.591,1987-09-11,320145693,119,6.8,1012,Drama
Fatal Beauty,0,35463,0,en,3.403,1987-10-30,0,104,5.5,50,Adventure
Full Metal Jacket,0,600,30000000,en,33.262,1987-06-26,46357676,117,8.1,8096,Drama
The Gate,0,6917,2500000,en,9.244,1987-04-21,0,85,6,245,Horror
"Good Morning, Vietnam",0,801,13000000,en,15.643,1987-12-23,123922370,121,7.4,1957,Comedy
Hard Ticket to Hawaii,1,26011,0,en,6.073,1987-03-01,0,96,5,68,Action
Hellraiser,1,9003,1000000,en,29.654,1987-09-11,14575193,94,6.9,1690,Horror
Hope and Glory,1,32054,0,en,5.822,1987-08-01,0,113,6.8,128,Drama
House II: The Second Story,1,37530,0,en,11.958,1987-05-14,7800000,88,5.4,180,Fantasy
House of Games,1,26719,0,en,8.54,1987-10-11,2585639,102,6.9,206,Crime
Housekeeping,1,65501,0,en,2.563,1987-11-25,1083282,116,6.6,26,Comedy
I've Heard the Mermaids Singing,1,117233,0,en,1.883,1987-09-11,0,81,5.2,19,Comedy
Jaws: The Revenge,1,580,23000000,en,11.838,1987-07-17,51881013,89,4,727,Adventure
The Last Emperor,1,746,23000000,en,14.509,1987-05-27,43984230,163,7.6,1177,Drama
Lethal Weapon,0,941,15000000,en,30.04,1987-03-06,120207127,110,7.3,3448,Adventure
The Lost Boys,0,1547,8500000,en,13.237,1987-07-31,32222567,97,7,1438,Horror
Masters of the Universe,1,11649,22000000,en,13.022,1987-08-07,17336370,106,5.7,631,Action
Maurice,0,26371,0,en,13.623,1987-08-21,2438304,140,7.5,312,Drama
Moonstruck,1,2039,15000000,en,11.394,1987-12-16,80640528,102,6.8,616,Comedy
My Demon Lover,0,51521,0,en,2.538,1987-04-24,0,90,5.8,30,Comedy
Ngati,1,240491,0,en,0.6,1987-07-01,0,92,6,3,Drama
Nice Girls Don't Explode,1,57244,1000000,en,2.174,1987-02-01,0,78,5.3,6,Comedy
No Way Out,0,10083,15000000,en,11.277,1987-08-14,35509515,114,7,462,Action
Outrageous Fortune,1,20242,0,en,8.812,1987-01-30,0,100,6.1,85,Comedy
Overboard,1,454619,12000000,en,42.23,2018-04-13,91244913,112,6.6,1093,Romance
Police Academy 4: Citizens on Patrol,0,10587,17000000,en,15.964,1987-04-02,76800000,88,5.5,845,Comedy
Predator,0,106,15000000,en,49.28,1987-06-12,98267558,107,7.5,5830,Science Fiction
Prince of Darkness,1,8852,3000000,en,9.412,1987-10-23,14182492,101,6.8,643,Horror
The Princess Bride,0,2493,16000000,en,12.317,1987-09-25,30861665,99,7.6,3559,Adventure
Radio Days,0,30890,16000000,en,8.696,1987-01-30,0,90,7.1,394,Comedy
Raising Arizona,1,378,6000000,en,11.994,1987-03-01,29180280,94,7,1522,Comedy
RoboCop,0,5548,13000000,en,26.055,1987-07-17,53424681,102,7.3,3734,Action
The Running Man,1,865,27000000,en,19.412,1987-11-13,38122105,101,6.5,1698,Science Fiction
September,1,22477,0,en,7.8,1987-12-18,0,82,6.3,125,Drama
Spaceballs,1,957,22700000,en,16.903,1987-06-24,38119483,96,6.8,2242,Comedy
Superman IV: The Quest for Peace,1,11411,17000000,en,18.479,1987-07-23,19300000,90,4.5,900,Action
Swimming to Cambodia,0,42015,0,en,2.039,1987-03-13,0,85,6.6,17,Comedy
Waiting for the Moon,1,223658,0,en,1.4,1987-06-15,0,88,4.7,3,Comedy
The Witches of Eastwick,1,6069,22000000,en,12.829,1987-06-12,63766510,118,6.5,1008,Comedy
Withnail & I,0,13446,0,en,8.617,1987-06-19,1544889,108,7.4,384,Comedy
The Wonderful Wizard of Oz,1,53759,0,en,2.748,1910-03-24,0,13,5.6,29,Adventure
"'night, Mother",1,34760,0,en,2.303,1986-09-12,442000,96,7.4,21,Drama
A Better Tomorrow,0,764434,0,en,0.6,1945-11-03,0,7,0,0,Documentary
About Last Night,1,222899,12500000,en,20.589,2014-02-14,49002684,100,6,425,Comedy
The Adventures of Milo and Otis,0,47951,7520000,ja,6.716,1986-06-27,13299749,90,6.6,150,Adventure
April Fool's Day,1,26233,5000000,en,6.959,2008-03-25,0,91,4.5,55,Horror
Armed and Dangerous,0,2620,12000000,en,9.183,1986-08-15,15945534,88,5.7,114,Action
Back to School,0,15596,11000000,en,12.266,1986-06-13,91258000,96,6.3,309,Comedy
Big Trouble in Little China,1,6978,25000000,en,14.737,1986-05-30,11000000,99,7.2,2152,Action
Blue Velvet,0,793,6000000,en,14.094,1986-01-01,8618766,120,7.7,2385,Drama
Captain EO,0,19492,30000000,en,4.649,1986-01-01,0,17,6.8,121,Science Fiction
Children of a Lesser God,1,1890,0,en,9.073,1986-09-13,31853080,119,7,215,Drama
Chopping Mall,1,28941,800000,en,9.432,1986-03-21,0,77,5.7,223,Horror
The Clan of the Cave Bear,1,13853,15000000,en,9.836,1986-01-17,1953732,98,5.1,85,Adventure
Critters,0,3980,2000000,en,26.517,1986-04-11,13167232,82,6.4,681,Horror
Crocodile Dundee,1,9671,5000000,en,14.838,1986-09-26,328203506,97,6.4,1396,Adventure
Deadly Friend,0,33278,0,en,8.431,1986-10-10,8988731,91,6.1,161,Horror
The Defiant Ones,0,11414,0,en,8.011,1958-08-14,0,96,7.1,152,Crime
The Delta Force,0,16113,0,en,14.086,1986-02-14,17768900,129,5.9,276,Action
Down by Law,0,1554,0,en,7.849,1986-09-20,0,106,7.4,509,Crime
F/X,0,9873,10000000,en,8.955,1986-02-07,20603715,109,6.5,271,Action
Ferris Bueller's Day Off,1,9377,6000000,en,12.78,1986-06-11,70136369,103,7.7,3716,Comedy
Flight of the Navigator,1,10122,9000000,en,11.521,1986-07-30,18564613,90,7,589,Family
The Fly,0,9426,15000000,en,15.747,1986-08-15,60629159,96,7.4,3127,Horror
Friday the 13th Part VI: Jason Lives,1,10225,3000000,en,32.459,1986-08-01,19472057,86,6.2,800,Horror
From Beyond,1,14510,4500000,en,13.731,1986-10-24,1261000,85,6.6,350,Horror
The Fugitives,0,324825,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Great Mouse Detective,0,9994,14000000,en,14.788,1986-07-02,38625550,74,7.1,1246,Animation
Hannah and Her Sisters,1,5143,6400000,en,8.896,1986-02-07,40084041,107,7.6,738,Comedy
Highlander,0,8009,16000000,en,19.962,1986-03-07,12885193,116,6.9,1892,Adventure
Iron Eagle,0,11037,18000000,en,9.188,1986-01-17,24159872,117,5.4,201,Action
Jumpin' Jack Flash,1,10945,18000000,en,8.262,1986-04-23,29844101,100,6.1,247,Romance
Labyrinth,1,13597,25000000,en,17.806,1986-06-27,12729917,102,7.3,1771,Adventure
Little Shop of Horrors,0,10776,25000000,en,11.119,1986-12-19,38748395,94,6.9,1052,Horror
The Manhattan Project,0,30194,18000000,en,6.174,1986-06-13,3900000,118,6.3,69,Science Fiction
Manhunter,0,100279,0,en,1.164,1974-02-26,0,74,0,0,Horror
Matador,1,8047,0,es,8.419,1986-03-07,0,105,6.7,150,Drama
Maximum Overdrive,0,9980,10000000,en,16.418,1986-07-25,7433663,97,5.7,493,Horror
The Mission,0,11416,24500000,en,11.089,1986-09-29,17218023,126,7.4,1012,Adventure
The Money Pit,0,10466,10000000,en,11.874,1986-03-26,54999651,91,6.4,838,Comedy
"No Retreat, No Surrender",0,12721,0,en,17.131,1986-05-02,4662137,85,6.2,394,Action
The Parent Trap II,1,51881,0,en,3.724,1986-07-26,0,81,5.5,33,Family
Peggy Sue Got Married,1,10013,18000000,en,11.775,1986-10-10,41382841,103,6.1,382,Comedy
Peking Opera Blues,1,39776,0,cn,5.626,1986-09-06,0,104,7.1,46,Action
Platoon,0,792,6000000,en,20.078,1986-12-19,138530565,120,7.7,3354,Drama
Police Academy 3: Back in Training,0,12118,12000000,en,16.817,1986-03-20,107600000,84,5.7,884,Comedy
Pretty in Pink,1,11522,0,en,10.542,1986-02-28,40471663,97,6.8,858,Comedy
Rosa Luxemburg,1,55562,0,de,3.801,1986-04-10,0,122,6.5,29,Drama
Ruthless People,1,12151,11000000,en,10.492,1986-06-26,71600000,93,6.7,275,Comedy
She's Gotta Have It,1,27995,175000,en,8.791,1986-08-08,7137503,84,6.8,221,Comedy
Short Circuit,1,2605,10000000,en,13.725,1986-05-09,40697761,98,6.6,1103,Comedy
SpaceCamp,1,13766,18000000,en,8.168,1986-06-06,9697739,107,5.9,135,Family
Terrorizers,0,796155,0,zh,2.692,2021-11-19,0,127,0,0,Drama
Top Gun,0,744,15000000,en,35.062,1986-05-16,356830601,110,7,5051,Action
The Transformers: The Movie,0,1857,6000000,en,15.598,1986-08-08,5849647,84,7.2,359,Animation
Under the Cherry Moon,1,33345,0,en,3.364,1986-07-02,10090429,98,5.8,31,Comedy
When the Wind Blows,0,10857,0,en,7.367,1986-10-24,5274,81,7.3,178,Animation
A Chorus Line,1,1816,0,en,13.181,1985-12-10,14202899,117,6.3,127,Music
A Room with a View,1,11257,3000000,en,9.122,1985-12-13,20966644,117,7,532,Drama
A View to a Kill,0,707,30000000,en,25.276,1985-05-24,152427960,131,6.2,1384,Adventure
After Hours,0,10843,4500000,en,11.184,1985-09-13,10609321,97,7.5,968,Comedy
Agnes of God,1,24735,0,en,7.664,1985-09-13,0,98,6.3,91,Drama
Angel's Egg,0,15916,0,ja,8.143,1985-12-22,0,71,7.8,257,Animation
Anne of Green Gables,1,17663,0,en,14.765,1985-12-01,0,199,8.2,187,Family
Back to the Future,0,105,19000000,en,48.174,1985-07-03,381109762,116,8.3,15827,Adventure
Barbarian Queen,1,29903,0,en,5.33,1985-11-30,0,72,4.4,40,Adventure
The Black Cauldron,1,10957,25000000,en,15.875,1985-07-24,21288692,80,6.5,927,Animation
Brazil,1,68,15000000,en,13.123,1985-02-20,0,143,7.7,2527,Comedy
The Breakfast Club,1,2108,1000000,en,19.837,1985-02-15,51525171,98,7.8,6528,Comedy
The Care Bears Movie,1,11243,0,en,7.214,1985-03-23,0,77,5.4,88,Adventure
Clue,1,15196,15000000,en,15.96,1985-12-13,14643997,94,7.3,1246,Comedy
The Color Purple,1,873,15000000,en,13.314,1985-12-18,146292000,154,7.8,1245,Drama
Come and See,0,622157,NA,NA,NA,NA,NA,NA,NA,NA,NA
Commando,0,10999,10000000,en,19.737,1985-10-03,57500000,90,6.6,2025,Action
Desert Hearts,1,294,350000,en,6.359,1985-10-01,2400000,91,7.2,92,Drama
Desperately Seeking Susan,1,8130,5000000,en,10.487,1985-03-29,27400000,104,6.1,315,Comedy
Dim Sum: A Little Bit of Heart,1,135418,0,en,1.447,1985-08-09,0,88,5.5,4,Comedy
Dreamchild,1,42034,0,en,2.074,1985-10-04,0,94,6.8,26,Drama
Enemy Mine,0,11864,40000000,en,13.583,1985-12-12,12303411,108,6.9,660,Drama
Fandango,0,20348,0,en,8.239,1985-01-25,0,91,6.6,128,Comedy
Fletch,0,9749,8000000,en,10.172,1985-05-31,59612888,98,6.8,483,Comedy
Friday the 13th: A New Beginning,1,9731,2200000,en,28.762,1985-03-22,21930418,92,5.3,790,Horror
Fright Night,0,58151,30000000,en,12.804,2011-08-18,41002607,106,6.2,1464,Horror
Girls Just Want to Have Fun,1,16263,0,en,10.72,1985-04-12,0,87,6.3,133,Comedy
The Goonies,1,9340,19000000,en,36.313,1985-06-07,61389680,114,7.5,4461,Adventure
Just One of the Guys,1,24548,11500000,en,8.511,1985-04-26,11528900,100,6.4,209,Comedy
Kiss of the Spider Woman,0,11703,11,en,8.805,1985-07-26,17005229,120,7.1,181,Drama
La Negrita: the Miracle of Our Lady of Los Angeles,0,894621,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladyhawke,0,526,20000000,en,13.093,1985-03-27,18432000,121,7,860,Adventure
The Legend of Billie Jean,1,15982,0,en,6.366,1985-07-19,3099497,96,6.5,138,Action
My Beautiful Laundrette,0,11240,860000,en,9.353,1985-11-16,2451545,98,6.8,174,Comedy
Night on the Galactic Railroad,0,37585,0,ja,4.604,1985-07-13,0,108,7.2,45,Animation
Ninja Terminator,0,40027,0,en,4.259,1985-01-01,0,92,6.2,25,Action
Ocean Drive Weekend,1,88304,0,en,0.87,1985-08-01,0,77,5.5,1,Comedy
Out of Africa,1,606,31000000,en,13.838,1985-12-20,128499205,161,7.2,1022,History
Pale Rider,0,8879,6900000,en,15.78,1985-06-28,41410568,115,7.2,739,Western
Pee-wee's Big Adventure,0,5683,6000000,en,10.533,1985-07-26,40940662,91,6.4,578,Comedy
Phenomena,1,29161,3800000,en,13.868,1985-01-25,0,116,6.8,547,Horror
Police Academy 2: Their First Assignment,0,10157,7600000,en,15.525,1985-03-28,55600000,87,6,1086,Comedy
The Quiet Earth,0,10176,1000000,en,12.156,1985-09-08,0,91,6.6,389,Drama
Rambo: First Blood Part II,0,1369,44000000,en,48.6,1985-05-21,300400432,96,6.6,2818,Action
Re-Animator,0,1694,900000,en,11.872,1985-10-18,2023414,86,7.1,916,Science Fiction
Real Genius,0,14370,8000000,en,14.831,1985-08-07,13000000,106,6.7,283,Comedy
Red Sonja,1,9626,17900000,en,13.572,1985-04-09,6948633,89,5.3,581,Adventure
Return to Oz,1,13155,25000000,en,13.054,1985-06-21,11137801,109,6.7,592,Adventure
Rocky IV,0,1374,31000000,en,41.979,1985-11-21,300473716,91,7,3239,Drama
Sindhu Bhairavi,0,313612,0,ta,1.051,1985-10-31,0,159,8.6,4,Family
Spies Like Us,0,9080,22000000,en,9.349,1985-12-06,60088980,102,6.1,443,Comedy
Starchaser: The Legend of Orin,0,32147,15000000,en,4.091,1985-01-01,3360800,107,6.2,35,Adventure
The Sure Thing,1,8992,4500000,en,10.495,1985-03-01,18135531,100,6.6,199,Comedy
Sweet Dreams,1,42045,0,en,3.99,1985-10-02,0,115,7,32,Drama
Teen Wolf,0,11824,1200000,en,25.007,1985-08-23,80000000,91,6.2,820,Comedy
The Treasure of Swamp Castle,0,40993,0,hu,1.564,1985-04-11,0,76,7.2,9,Animation
Weird Science,1,11814,7500000,en,16.269,1985-08-01,38934048,94,6.5,1029,Comedy
Wetherby,1,147747,0,en,3.156,1985-06-19,0,102,6.3,24,Drama
White Nights,0,16082,0,en,7.521,1985-11-22,42160849,136,6.8,89,Drama
Witness,1,9281,12000000,en,11.102,1985-02-08,68706993,113,7.1,1175,Crime
2010,0,4437,28000000,en,16.437,1984-12-06,40400657,116,6.7,695,Thriller
A Passage to India,1,15927,8000000,en,8.83,1984-12-14,27201487,163,6.9,198,Drama
A Private Function,1,57565,0,en,3.789,1984-11-09,0,94,6.3,29,Comedy
A Soldier's Story,0,26522,6000000,en,7.652,1984-09-14,21821347,101,6.8,114,Drama
The Adventures of Buckaroo Banzai Across the 8th Dimension,1,11379,0,en,12.503,1984-08-15,0,103,6,274,Science Fiction
All of Me,0,10631,0,en,8.831,1984-09-21,36403064,93,6.4,247,Comedy
Amadeus,1,279,18000000,en,15.208,1984-09-19,51973029,160,8,3173,History
Another Country,0,31939,0,en,6.783,1984-06-01,0,87,6.4,83,Drama
Bachelor Party,1,12309,6000000,en,17.593,1984-06-29,38435947,105,6.3,490,Comedy
Best Defense,0,11221,18000000,en,6.875,1984-07-20,19265302,94,4.2,78,Comedy
Beverly Hills Cop,0,90,14000000,en,18.25,1984-11-30,316360478,105,7.2,3007,Action
Blame It on Rio,1,14347,0,en,10.604,1984-02-17,18644570,100,5.8,115,Comedy
Body Double,0,11507,10000000,en,12.077,1984-10-25,8801940,114,6.7,492,Crime
The Bostonians,1,40775,0,en,2.576,1984-05-01,0,122,4.8,22,Drama
C.H.U.D.,0,23730,1250000,en,8.439,1984-08-31,3412497,97,5.5,181,Horror
Children of the Corn,1,10823,800000,en,27.478,1984-03-09,14568989,93,5.7,702,Horror
Conan the Destroyer,1,9610,18000000,en,15.504,1984-06-29,31042035,103,6.1,1101,Adventure
Double Trouble,0,45335,0,en,2.923,1967-04-05,1600000,91,5.1,18,Comedy
Dune,1,438631,165000000,en,1364.381,2021-09-15,368077000,155,8,4340,Science Fiction
El pico 2,0,99760,0,es,2.699,1984-11-09,930349,120,6.3,20,Drama
Godzilla 1985,0,39256,700000,ja,16.099,1985-07-26,4116395,87,6.7,124,Action
Gremlins,0,927,11000000,en,27.571,1984-06-07,153083102,106,7.1,4991,Fantasy
The Ice Pirates,0,10179,9000000,en,8.827,1984-03-16,0,91,5.7,117,Action
Indiana Jones and the Temple of Doom,0,87,28000000,en,31.064,1984-05-23,333000000,118,7.3,7055,Adventure
The Initiation,1,63360,0,en,5.419,1984-12-07,0,97,5.7,60,Horror
Johnny Dangerously,1,16806,0,en,6.926,1984-12-21,0,90,6.3,131,Comedy
The Karate Kid,1,38575,40000000,en,143.65,2010-06-10,359126022,140,6.5,4678,Action
The Last Starfighter,1,11884,15000000,en,9.51,1984-07-13,28733290,101,6.6,505,Adventure
Love Streams,1,52109,0,en,5.384,1984-02-20,0,141,7.2,86,Drama
Marche à l'ombre,0,55976,0,fr,6.264,1984-10-17,0,90,6.5,119,Drama
The Muppets Take Manhattan,1,11899,8000000,en,11.579,1984-06-27,25500000,94,6.5,264,Romance
The Natural,0,11393,28000000,en,11.074,1984-05-11,47951979,137,7,435,Drama
Night of the Comet,1,18462,3000000,en,6.043,1984-11-16,14418922,95,6.3,250,Comedy
Nineteen Eighty-Four,0,9314,0,en,12.093,1984-10-10,8430492,113,6.9,1009,Drama
"Paris, Texas",0,655,1746964,en,13.557,1984-08-23,2181987,146,8.1,1175,Drama
The Philadelphia Experiment,0,10606,21000000,en,10.607,1984-08-03,0,102,6.1,254,Science Fiction
Poison for the Fairies,1,28968,0,es,6.533,1986-10-02,0,90,7.2,61,Fantasy
Police Academy,1,9336,4500000,en,18.816,1984-03-22,81198894,97,6.6,1926,Comedy
Purple Rain,1,13763,7200000,en,7.975,1984-07-27,68392977,111,6.7,257,Drama
Razorback,0,26178,5500000,en,8.503,1984-04-19,801000,95,5.8,113,Horror
Repo Man,0,13820,1500000,en,11.253,1984-02-20,2300000,92,6.7,415,Comedy
Revenge of the Nerds,0,14052,0,en,10.838,1984-07-20,0,90,6.5,516,Comedy
Rhinestone,1,16551,28000000,en,9.177,1984-06-22,21435321,111,5,83,Comedy
Romancing the Stone,1,9326,10000000,en,16.839,1984-03-30,86572238,106,6.7,1338,Adventure
Secret Places,1,151992,0,en,0.632,1984-05-11,0,98,5,1,Drama
"Silent Night, Deadly Night",1,27414,1065000,en,7.682,1984-11-09,2491460,79,5.8,223,Thriller
Sixteen Candles,1,15144,6500000,en,13.878,1984-05-04,23686027,93,6.8,1694,Comedy
Splash,0,2619,8000000,en,13.524,1984-03-09,69821334,111,6.3,1000,Comedy
Star Trek III: The Search for Spock,0,157,18000000,en,9.938,1984-06-01,87000000,105,6.6,982,Science Fiction
Starman,0,9663,22000000,en,9.164,1984-12-13,28744356,115,6.9,573,Science Fiction
Supergirl,1,9651,35000000,en,16.659,1984-07-01,14296438,124,5.5,424,Adventure
The Terminator,1,218,6400000,en,39.098,1984-10-26,78371200,108,7.6,9957,Action
This Is Spinal Tap,0,11031,2500000,en,10.38,1984-05-04,4736202,82,7.5,1039,Music
Top Secret!,0,8764,9000000,en,11.967,1984-06-08,20458340,90,7.1,792,Comedy
Trancers,0,5677,400000,en,8.291,1984-11-07,0,77,6,122,Science Fiction
The Warrior and the Sorceress,0,46500,0,en,4.319,1984-09-07,0,81,4.3,23,Action
What Have I Done to Deserve This?,1,8221,0,es,10.313,1984-10-25,706685,102,7.4,138,Comedy
Zwei Nasen tanken Super,0,12098,0,de,2.408,1984-09-14,0,92,5.1,21,Comedy
The 4th Man,0,29140,0,nl,8.025,1983-03-23,0,102,6.8,101,Crime
A Christmas Story,0,850,3300000,en,15.597,1983-11-18,20653717,93,7.3,892,Comedy
The Ballad of Narayama,1,42113,0,ja,11.98,1983-04-29,0,130,7.4,102,Drama
Barefoot Gen,1,14087,0,ja,9.173,1983-07-21,0,83,7.6,121,Animation
The Best Christmas Pageant Ever,1,27163,0,en,2.671,1983-12-25,0,48,3.7,3,Comedy
Born in Flames,1,36832,0,en,2.258,1983-04-01,0,80,6.5,30,Drama
Breathless,0,1058,0,en,10.18,1983-05-13,19910002,100,5.9,169,Action
Christine,0,8769,9700000,en,19.478,1983-05-11,21200000,110,6.8,1378,Horror
Cujo,1,10489,5000000,en,26.26,1983-08-10,21200000,93,6,689,Horror
Dark Habits,1,8220,0,es,9.443,1983-10-03,0,100,6.9,104,Comedy
The Dead Zone,0,11336,10000000,en,12.325,1983-10-21,20766616,103,7,1127,Thriller
Deathstalker,0,15895,0,en,7.325,1983-09-02,8890685,80,4.9,88,Action
Die Supernasen,0,11981,0,de,3.266,1983-09-08,0,88,4.8,23,Comedy
Educating Rita,1,38291,0,en,7.087,1983-06-16,0,110,6.9,118,Drama
Flashdance,1,535,4000000,en,15.184,1983-04-14,92921203,95,6.5,1085,Drama
Hercules,1,11970,85000000,en,75.041,1997-06-20,252712101,93,7.5,5903,Animation
Jaws 3-D,1,17692,20500000,en,15.117,1983-03-16,87987055,99,4.4,901,Thriller
Krull,0,849,27000000,en,10.416,1983-07-29,16519460,117,6,362,Action
Lianna,1,78177,300000,en,2.122,1983-01-19,1530839,113,6.4,20,Drama
Local Hero,0,11235,0,en,7.901,1983-02-17,0,111,6.7,230,Comedy
Mickey's Christmas Carol,0,14813,3000000,en,23.2,1983-10-19,21000000,26,7.6,659,Family
Octopussy,0,700,27500000,en,28.456,1983-06-05,187500000,131,6.3,1396,Adventure
The Outsiders,0,227,10000000,en,16.472,1983-03-25,33697647,90,7.3,902,Crime
Risky Business,1,9346,6200000,en,11.294,1983-08-05,63541777,98,6.6,915,Comedy
Rumble Fish,0,232,10000000,en,10.17,1983-10-20,2494480,94,7.1,452,Action
Scarface,0,111,25000000,en,48.395,1983-12-09,66023329,170,8.2,8755,Action
Silkwood,1,12502,0,en,10.302,1983-12-14,0,131,7,223,Drama
Strange Brew,0,12921,0,en,6.55,1983-08-26,0,90,6.2,127,Comedy
Superman III,1,9531,39000000,en,18.206,1983-06-17,75850624,125,5.5,1279,Comedy
Terms of Endearment,0,11050,8000000,en,9.064,1983-11-20,108423749,132,7.1,554,Comedy
Terms of Endearment,1,11050,8000000,en,9.064,1983-11-20,108423749,132,7.1,554,Comedy
Trading Places,0,1621,15000000,en,21.883,1983-06-07,90404800,116,7.2,2400,Comedy
Videodrome,0,837,5952000,en,9.729,1983-02-04,2120439,88,7.3,1517,Horror
WarGames,0,860,12000000,en,11.833,1983-06-03,79567667,114,7.1,1319,Action
Wild Style,1,14243,0,en,2.66,1982-08-01,0,82,6,35,Drama
Yellowbeard,0,11609,0,en,10.975,1983-06-24,4300000,96,5.6,102,Comedy
Yentl,1,10269,12000000,en,9.922,1983-11-18,30400000,132,6.6,147,Music
48 Hrs.,0,150,12000000,en,15.152,1982-12-07,78868508,96,6.7,1056,Thriller
An Officer and a Gentleman,1,2623,7500000,en,12.539,1982-07-28,129795554,124,7,816,Drama
Annie,1,196867,65000000,en,27.325,2014-12-19,133821816,119,6.2,1084,Comedy
Banana Joe,0,11340,0,it,14.124,1982-03-24,0,96,6.7,350,Action
The Beast Within,0,40219,0,en,6.403,1982-02-12,7742572,98,5.5,67,Horror
The Best Little Whorehouse in Texas,1,16363,35000000,en,5.749,1982-07-23,69701637,114,6.1,116,Comedy
Cat People,1,6217,18000000,en,10.546,1982-04-02,0,118,6,333,Horror
Conan the Barbarian,0,37430,90000000,en,87.745,2011-08-17,63523283,113,5.3,1459,Adventure
The Dark Crystal,0,11639,15000000,en,12.482,1982-12-17,40577001,93,7.2,817,Fantasy
Deathtrap,1,17590,0,en,5.675,1982-03-19,0,116,6.7,151,Comedy
Diner,0,13776,0,en,6.254,1982-04-02,0,110,6.9,202,Comedy
The Draughtsman's Contract,0,10831,370800,en,4.742,1983-06-22,2256246,103,7.2,145,Comedy
The Entity,1,24740,9000000,en,11.533,1982-09-30,13277558,125,6.6,319,Horror
Evil Under the Sun,1,4193,0,en,6.916,1982-03-05,6110000,117,6.9,280,Thriller
Fanny and Alexander,0,5961,6000000,sv,9.327,1982-12-17,6795771,188,7.8,533,Fantasy
Fast Times at Ridgemont High,0,13342,4500000,en,15.763,1982-08-13,27092880,90,6.8,896,Comedy
First Blood,0,1368,15000000,en,36.008,1982-10-22,125212904,93,7.4,4664,Action
The Fits,0,358807,170000,en,5.468,2016-01-22,169242,72,6.5,94,Drama
Forbidden World,1,42251,0,en,6.519,1982-05-07,0,77,5.4,88,Horror
Friday the 13th Part III,1,9728,4000000,en,27.726,1982-08-13,36690067,95,5.8,948,Horror
